labels,text
de, zum Aufseher über alle königlichen Bauten mit Ausnahme des Louvre
de," In den Folgejahren überwachte er den Bau von Fontainebleau , Saint-Germain (ab 1550), Château de Madrid , St"
de, Leger und anderer Projekte des französischen Königshauses
de," Als sein Meisterwerk gilt das Chateau d'Anet , das Heinrich II"
de, für seine Mätresse Diane de Poitiers zwischen 1544 und 1555 erbauen ließ
de,  Er schuf auch das Grabmal für Franz I
de, in der Abteikirche von Saint-Denis
de,"
Nach dem Tod Heinrichs II"
de,", 1559, ersetzte ihn Francesco Primaticcio als Generalbauinspektor"
de," Während der nun folgenden fast fünfjährigen Ungnade schrieb er seine Bücher Nouvelles Inventions pour bien bastir et à petits Fraiz (1561, das erste Buch über die Technik von Steinmetzarbeiten und insbesondere die Theorie der Stereotomie , den Steinschnitt bei Gewölbekonstruktionen) und vor allem L' Architecture (1567)"
de, Doch schon 1563 beauftragte ihn Caterina de’ Medici mit einer Erweiterung des Schlosses von St
de," Maur und etwas später mit dem Bau des 1871 zerstörten Palais des Tuileries , an dem er bis zu seinem Tod im Jahr 1570 arbeitete"
de," Delormes Werk hatte Auswirkungen bis in die Neuzeit, wie z"
de, auf das Straßenbahndepot in Frankfurt-Bockenheim 
de," Nachweise [ Bearbeiten | Quelltext bearbeiten ] ↑ Philippe Potié Philibert de l'Orme  1998 ↑ Jean-Marie Perouse de Montclos Philibert De l'Orme, architecte du roi 1514-1570 (2000) ↑ Pierre Mardaga Architecture de Philibert de l'Orme: Oeuvre entière contenant onze livres (1995) ↑ Archives Royales de Chenonceau"
de, Lettres et Devis de P
de, de l'Orme 2010 ↑ Philibert de l'Orme
de, Traduit de l'anglais par Jean LE REGRATTIER
de, Traduction revue par l'auteur
de, ↑ Giuseppe Fallacara Concetta Cavallini Le nouvelles inventions di Philibert de l'Orme  2009 ↑ dazu siehe den gleichnamigen Artikel in der französischen Wikipedia
de, Maur und das völlig zerstörte Schloss liegen im Departement Val-de-Marne
de," Werk [ Bearbeiten | Quelltext bearbeiten ] Bauten [ Bearbeiten | Quelltext bearbeiten ] 1536: Hôtel Antoine Bullioud, Lyon (erstes bekanntes Bauwerk) 1540: Schloss Saint-Maur-des-Fossés bei Charenton für Kardinal Jean du Bellay 1547/52: Schloss Anet für Diane de Poitiers , Favoritin Heinrichs II"
de, ???: Pläne für das Grabmal Franz I
de," , Abtei Saint-Denis , im Auftrag des Königs ???: Kapelle des Parks von Villers-Cotterêts , im Auftrag des Königs ???: "" Château Neuf "" in Saint-Germain-en-Laye , im Auftrag des Königs 1556/59: Brücke über die Loire für Schloss Chenonceau für Diane de Poitiers 1564: Palais des Tuileries für die Königinmutter Katharina von Medici ???: Pläne für die Vollendung des Schlosses von Saint-Maur-des Fossés (siehe oben) für Katharina von Medici Des Weiteren wird Philibert Delorme, bisher ohne eindeutige Belege, der Entwurf des Lettners der Pfarrkirche Saint-Étienne-du-Mont (Paris) zugeschrieben, deren Spindeltreppen und durchbrochenen Steingeländer eine bemerkenswerte Ähnlichkeit mit denen des Schlosses Anet aufweisen"
de," Schriften [ Bearbeiten | Quelltext bearbeiten ] Nouvelles inventions pour bien bastir et a petits fraiz, trouvées n'agueres par Philibert de L'orme, Lyonnois, Architecte, Conseiller & Aulmonier ordinaire du feu Roy Henry, & Abbé de St Èloy les Noyon frais , Paris 1561"
de," (Bilden später die Bücher 10 und 11 des nachstehend aufgeführten Werkes) Le premier tome de l'architecture de Philibert de l'Orme conseillier et aumosnier ordinaire du Roy, & abbé de S"
de, Paris 1567 ( doi : 10
de, Paris 1568 ( Online auf Gallica )
de," Spätere Ausgaben: Architecture de Philibert de l'Orme : oeuvre entiere contenant onze livres, augmentée de deux; & autres figures non encores veuës, tant pour desseins qu'ornemens de maison, avec une belle invention pour bien bastir, & à petits fraiz : tres-utile pour tous architectes, & maîstres iurez audit art, usans de la regle & compas "
de," Architecture de Philibert de l'Orme : oeuvre entière contenant unze livres, augmentée de deux; et autres figures non encores veues, tant pour desseins qu'ornemens de maison, avec une belle invention pour bien bastir, et à petits frais : très utile pour tous architectes, et maistres iurez audit art, usant de la regle et compas "
de, Reprints und moderne Editionen: Le 1er
de," tome de l'Architecture , 1567, in 9 Bücher unterteilt, nach der Ausgabe Rouen 1648 neu aufgelegt bei Mardaga, Brüssel 1981 Œuvres , Gregg, Farnborough (Hampshire) 1964, neu aufgelegt nach der Ausgabe Rouen 1648 Literatur [ Bearbeiten | Quelltext bearbeiten ] Anthony Blunt : Philibert de l'Orme "
de," Electa, Mailand 1997, ISBN 88-435-5442-5 , ( Documenti di architettura 105)"
de, Alba Ceccarelli Pellegrino: Le 'bon architecte' de Philibert de l'Orme 
de," Schena, Fasano 1996, ISBN 88-7514-802-3 "
de," Jean-Marie Pérouse de Montclos: Philibert de l'Orme, architecte du roi 1514-1570 "
de," Mengès, Paris 2000, ISBN 2-85620-408-2 "
de, Jean-Marie Pérouse de Montclos: La charpente à la Philibert De l’Orme
de, Réflexions sur la fortune des techniques en architecture (XVIe-XVIIe siècles) 
de, In Jean Guillaume (Hrsg
de,): Les chantiers de la Renaissance
de, Actes des colloques tenus à Tours en 1983-1984 
de," Picard, Paris 1991, ISBN 2-7084-0406-7 , S"
de," 27–50, ( Collection De Architectura Colloques 4), (französisch)"
de, Jean Prévost: Philibert Delorme 
de," Gallimard, Paris 1948"
de, Catharine Randall: Building codes
de, The aesthetics of Calvinism in early modern Europe 
de," University of Pennsylvania Press, Pennsylvania 1999, ISBN 0-8122-3490-1 , ( New cultural studies ), S"
de," Niklas Naehrig: Weise, gelehrt und erfahren"
de, Philibert Delorme und die gesellschaftliche Verantwortung des Architekten in der französischen Renaissance 
de," gta Verlag, Zürich 2016, ISBN 978-3-85676-359-6 "
de," Weblinks [ Bearbeiten | Quelltext bearbeiten ] Commons : Philibert Delorme – Sammlung von Bildern, Videos und Audiodateien Philibert Delorme: Nouvelles inventions pour bien bastir et a petits fraiz online auf dem BnF -Site Gallica (französisch) Prinzip des Dachstuhls ""à la Philibert Delorme"" am Beispiel des im Original erhaltenen Dachstuhls des Château de Bonnemare (1570) in Fleury-sur-Andelle ( Département Eure ) Philibert de l’Orme"
de," Literatur von und über Philibert de l’Orme im Katalog der Deutschen Nationalbibliothek Normdaten (Person): GND : 118671413 ( OGND , AKS ) | LCCN : n83142813 | VIAF : 205549982 | Wikipedia-Personensuche Personendaten NAME L’Orme, Philibert de ALTERNATIVNAMEN Lorme, Philibert de; Delorme, Philibert KURZBESCHREIBUNG französischer Architekt der Renaissance GEBURTSDATUM um 1510 GEBURTSORT Lyon STERBEDATUM 8"
de, Januar 1570 STERBEORT Paris Abgerufen von „ https://de
de,php?title=Philibert_de_l’Orme&oldid=207449976 “ Kategorien : Architekt der Renaissance Architekt (Frankreich) Franzose Geboren im 16
de, Jahrhundert Gestorben 1570 Mann
de,"aus Wikipedia, der freien Enzyklopädie Zur Navigation springen Zur Suche springen Pillars of Eternity 2: Deadfire Studio Obsidian Entertainment Publisher Versus Evil Leitende Entwickler Joshua E"
de, Sawyer Komponist Justin E
de, Bell Veröffentlichung Welt 8
de," Mai 2018 Plattform Windows , Linux , macOS , Switch , PlayStation 4 , Xbox One Spiel-Engine Unity Genre Rollenspiel Spielmodus Einzelspieler Steuerung Maus und Tastatur , Gamepad Systemvor- aussetzungen 64-bit-Prozessor und Betriebssystem Windows Vista 64-Bit oder neuer Intel Core i3-2100T @ 2"
de,"50 GHz / AMD Phenom II X3 B73 4 GB RAM Grafik: DirectX 11 kompatibel 45 GB verfügbarer Speicherplatz Soundkarte: DirectX-kompatible Soundkarte Medium Download , DVD-ROM Sprache Mehrsprachig Altersfreigabe USK PEGI Pillars of Eternity 2: Deadfire ist ein Computer-Rollenspiel des amerikanischen Spieleentwicklers Obsidian Entertainment , das im Mai 2018 als Nachfolger zu Pillars of Eternity für Windows , macOS und Linux auf den Markt kam"
de," Konsolenversionen für PlayStation 4 und Xbox One , die sämtliche Zusatzinhalte zum Spiel enthalten, wurden Ende Januar 2020 veröffentlicht"
de, Eine Nintendo-Switch -Umsetzung soll folgen
de, Das Spiel wurde mit Hilfe einer Crowdfunding -Kampagne über die Plattform Fig finanziert
de, Inhaltsverzeichnis 1 Handlung 2 Spielprinzip 3 Entwicklung 4 Rezeption 5 Weblinks 6 Einzelnachweise Handlung [ Bearbeiten | Quelltext bearbeiten ] Die Handlung von Pillars of Eternity 2 setzt fünf Jahre nach den Ereignissen des ersten Teils an
de," Unter der ehemaligen Spielerfestung Caed Nua erwacht Eothas, der totgeglaubte Gott des Lichts und der Wiedergeburt, in Form einer riesigen Steinstatue zum Leben"
de, Die Statue hinterlässt eine Schneise der Verwüstung und zahlreiche Tote
de," Auch die aus dem Vorgänger bekannte Spielerfigur, der Wächter, ringt mit dem Tod"
de," Doch Berath, der Gott des Todes, bringt den Wächter wieder zurück ins Leben und beauftragt ihn, Eothas zu verfolgen und seine Ziele aufzudecken"
de, Der Weg führt den Spielercharakter und seine Begleiter in die Inselwelt des Todesfeuer-Archipel (engl
de,: Deadfire Archipelago )
de," Spielprinzip [ Bearbeiten | Quelltext bearbeiten ] Obwohl ein Spielstand aus dem Vorgänger importiert werden kann, aus dem einige Entscheidungen übernommen und reflektiert werden, muss der Spieler seinen Hauptcharakter zu Beginn neu kreieren"
de," Er kann für seine Figur wie üblich Geschlecht, Rasse und Klasse festlegen"
de, Die Charakterentwicklung wurde im Vergleich zum Vorgänger stark überarbeitet und die Gruppengröße um eine Figur reduziert
de, Das Grundprinzip des Spiels ist dagegen gleich geblieben: Die Spielerfigur und ihre nunmehr maximal vier Begleiter werden vom Spieler auf isometrischen Spielkarten über ein Point-and-Click -Interface gesteuert
de," Die Gruppe übernimmt Aufträge und bekämpft gegnerische Kreaturen, um dadurch Erfahrungspunkte zu sammeln und die Figuren weiterentwickeln zu können"
de," Viele Missionen sind auf unterschiedliche Weise lösbar, unter anderem auch im Dialog"
de," Es existieren vier Fraktionen, die unterschiedliche Ziele verfolgen und zu denen der Spieler durch seine Entscheidungen eine positive oder auch feindliche Beziehung aufbauen kann"
de," Eine zentrale Anlaufstelle ist das Schiff des Spielers, standardmäßig Defiant benannt, die in vielfacher Weise modifiziert und ausgebaut werden kann"
de, Mit Hilfe der Defiant erkundet der Spieler die Spielwelt und gelangt so zu den unterschiedlichen Inseln des Archipels
de, Entwicklung [ Bearbeiten | Quelltext bearbeiten ] Pillars of Eternity 2 wurde wie der Vorgänger mit Hilfe einer Crowdfunding -Kampagne mit Hilfe der Fans des Entwicklerstudios Obsidian Entertainment entwickelt
de, Die Kampagne startete am 26
de," Januar 2017 auf der Plattform Fig, mit dem Finanzierungsziel von 1,1 Millionen US-Dollar"
de," [1] Dieses Ziel wurde bereits innerhalb eines Tages erreicht und konnte bis zum Ende der Kampagne auf Zusagen von 4,4 Millionen US-Dollar gesteigert werden"
de, [2] [3] Damit schloss die Kampagne etwas erfolgreicher als beim Vorgänger ab und ermöglichte die Umsetzung einiger zusätzlicher Funktionen und Spielinhalte
de," Rezeption [ Bearbeiten | Quelltext bearbeiten ] Bewertungen Publikation Wertung 4Players 90 % [4] Game Informer 8,75/10 [5] GameSpot 8,0/10 [9] GameStar 92 % [8] IGN 8,5/10 [6] PC Gamer US 88 % [7] PC Games 90 % [10] Metawertungen Metacritic 88 % [11] Das Spiel erhielt mehrheitlich positive Wertungen ( Metacritic : 88 %)"
de," [11] „Das ist technisch, erzählerisch und spielerisch eines der besten Rollenspiele alter Schule, eine edle Schatzkiste voller Abenteuer"
de, Ihr werdet versinken
de,"“ – Jörg Luibl : Testbericht 4Players [4] „Haben die Entwickler mit Pillars of Eternity noch in bekannten Gewässern gefischt, haben sie sich jetzt wirklich (pardon) auf das offene Meer hinaus gewagt"
de, Denn Pillars of Eternity 2 fühlt sich nicht mehr nur nach Baldur's Gate oder nostalgischer Erinnerung an
de," Es ist zu einem eigenen Spiel herangewachsen, das munter das Genre um neue und clevere Ideen bereichert"
de,“ – Elena Schulz : Testbericht Gamestar [8] Nach Aussage eines Crowdinvestors fielen die Verkaufszahlen des Spiels enttäuschend aus
de, Anhand der Gewinnausschüttung wurde eine Zahl von rund 110
de,000 verkauften Kopien vermutet
de, [12] Weblinks [ Bearbeiten | Quelltext bearbeiten ] Offizielle Website Pillars of Eternity 2: Deadfire bei MobyGames (englisch) Einzelnachweise [ Bearbeiten | Quelltext bearbeiten ] ↑ Wesley Yin-Poole: Pillars of Eternity 2: Deadfire announced 
de, ↑ Chris Yin-Pereira: Pillars Of Eternity 2 Funded In Less Than A Day 
de, ↑ Eddie Makuch: Pillars Of Eternity 2 Fig Funding Ends With $4
de," ↑ a b Test 4Players ↑ Game Informer : Test Game Informer ↑ IGN US : Test IGN ↑ PC Gamer : Test Pillars of Eternity 2 ↑ a b GameStar : Test Gamestar ↑ Gamespot : Test Gamespot ↑ PC Games : Test PC Games ↑ a b Pillars of Eternity 2 , abgerufen am 3"
de, ↑ Pillars of Eternity 2: Investor berichtet von schlechten Verkaufszahlen 
de," Spieleentwicklungen von Obsidian Entertainment Knights of the Old Republic 2 | Neverwinter Nights 2 ( Mask of the Betrayer , Storm of Zehir ) | Alpha Protocol | Fallout: New Vegas | Dungeon Siege 3 | South Park: Der Stab der Wahrheit | Pillars of Eternity | Armored Warfare | Skyforge | Tyranny | Pathfinder Adventures | Pillars of Eternity 2 | The Outer Worlds Abgerufen von „ https://de"
de,php?title=Pillars_of_Eternity_2:_Deadfire&oldid=211715178 “ Kategorien : USK 12 Computerspiel 2018 Computer-Rollenspiel Windows-Spiel Linux-Spiel Mac-OS-Spiel Nintendo-Switch-Spiel PlayStation-4-Spiel Xbox-One-Spiel Crowdfinanziertes Computerspiel Fantasy-Computerspiel
de,"aus Wikipedia, der freien Enzyklopädie Zur Navigation springen Zur Suche springen Norbert Diezinger (* 1952 in Bamberg [1] ) ist ein deutscher Architekt "
de," Aussegnungshalle, Enkering Inhaltsverzeichnis 1 Werdegang 2 Bauten 3 Auszeichnungen und Preise 4 Literatur 5 Weblinks 6 Einzelnachweise Werdegang [ Bearbeiten | Quelltext bearbeiten ] Diezinger arbeitete von 1982 bis 1988 im Diözesan- und Universitätsbauamt unter der Leitung von Karljosef Schattner "
de, 1987 eröffnete er ein Architekturbüro in Eichstätt 
de," [2] Drei Jahre darauf wurde Gerhard Kramer Büropartner, beide firmierten als Diezinger & Kramer "
de, Seit 2011 führt Diezinger mit Partnern das Nachfolgebüro „Diezinger Architekten“ mit einem weiteren Bürostandort in Regensburg 
de, Mitgliedschaften Diezinger ist Mitglied im Bund deutscher Architekten 
de," Bauten [ Bearbeiten | Quelltext bearbeiten ] Lern-Ausbildungszentrum, Ingolstadt Schutzdach Solabasilika , Solnhofen als Mitarbeiter von Diözesanbaumeister Karljosef Schattner : 1981–1984 Collegium Willibaldinum , Eichstätt [3] 1985–1988: Waisenhaus, Eichstätt als Partner der Architektengemeinschaft Diezinger & Kramer : 1992: Wohnhaus, Eichstätt 1992: Staatliche Berufsschule Weißenburg [4] 1993: 2"
de," Preis – Caritas-Pirckheimer-Haus , Eichstätt [5] 1993: Wohnanlage, Eichstätt 1994: Studentenwohnanlage Freiwasser , Eichstätt 1994: Pfarrzentrum – St"
de," Marien , Gunzenhausen [6] [7] 1997: Schutzdach Solabasilika , Solnhofen 1998: Friedhof Enkering, Kinding [8] 2000: Wohnanlage, Ingolstadt 2000: Künstleratelier Lang , Eichstätt [9] 2002: Grund- und Förderschule, Beilngries 1999–2002: Sonderpädagogisches Förderzentrum Eichstätt [10] mit Lichtplaner Walter Bamberger [11] 2001–2004: Umbau Caritas Seniorenheim St"
de," Elisabeth, Eichstätt (1970 von Karljosef Schattner) [12] 2004: Deutsche Schule Prag 2006: Förderschule Winnenden 2006: Imma-Mack-Realschule, Eching [13] [14] 2006: Grundschule Eitensheim 2006: Lern-Ausbildungszentrum, Ingolstadt [15] 2006: Kläranlage Eichstätt 2006: Villa Remy, Konstanz 2006: Imma-Mack-Realschule Eching [16] [17] 2006: Lern- und Ausbildungszentrum, Ingolstadt [18] mit Johann Grad und Landschaftsarchitekt Wolfgang Weinzierl 2008: Erweiterung des Heilig Geist Spital Eichstätt [19] 2008: Umbau Caricatura Museum für Komische Kunst Frankfurt 2011: Erweiterung des Gabrieli-Gymnasium Eichstätt [20] mit Lichtplaner Walter Bamberger [21] 2011: Umbau Caricatura Museum für Komische Kunst 2012: Umbau Historisches Museum Frankfurt als Partner der Architektengemeinschaft „Diezinger Architekten“: 2011: Realschule, Dachau [22] 2015: Neubau Wohnheim St"
de," Vinzenz, Ingolstadt [23] 2014–2018: Dietrich-Bonhoeffer-Kirche , Kösching [24] 2019: Rathaus, Dorfen [25] seit 2016: Wohnanlage, Ingolstadt [26] Auszeichnungen und Preise [ Bearbeiten | Quelltext bearbeiten ] 1993: BDA-Preis Bayern für Erweiterung Berufsschule [27] 2001: BDA-Preis Bayern für Künstleratelier, Eichstätt [28] 2002: Anerkennung – Gestaltungspreis der Wüstenrot Stiftung für Sonderpädagogisches Förderzentrum, Eichstätt [29] 2005: Anerkennung – Deutscher Architekturpreis für Lern- und Ausbildungszentrum, Ingolstadt 2012: best architects gold interior works für Sanierung & Umbau Historisches Museum Frankfurt [30] 2013: BDA-Preis Hessen für Sanierung & Umbau Historisches Museum, Frankfurt [31] 2021: Hauptpreis – Deutscher Ziegelpreis für das Rathaus, Dorfen [32] Literatur [ Bearbeiten | Quelltext bearbeiten ] Andreas Josef Mühlbauer (Hrsg"
de,): Stadtsanierung in Eichstätt: öffentlich geförderte Objekte seit 1980
de," Selbstverlag Stadtbauamt Eichstätt, 1982 Bauen mit Naturstein , Building with Stone, in: Detail , 6/1999"
de, Nicolette Baumeister (Hrsg
de,): Baukulturführer 67 – Umbau und Sanierung der Altbauten des Historischen Museums Frankfurt 
