labels,text
es," Huso horario UTC±00:00 [ editar datos en Wikidata ] Rosegreen es una localidad situada en el condado de Tipperary de la provincia de Munster ( República de Irlanda ), con una población en 2016 de 171 habitantes "
es," [ 1 ] ​ Se encuentra ubicada en la zona centro-sur del país, cerca de las montañas Galtee al norte de Cork y al sureste de Galway "
es, Referencias [ editar ] ↑ Citypopulation
es,de Estadísticas del condado de Tipperary
es, Consultado el 8 de julio de 2018
es, Enlaces externos [ editar ] Wikimedia Commons alberga una categoría multimedia sobre Rosegreen 
es, Control de autoridades Proyectos Wikimedia Datos: Q4396481 Multimedia: Rosegreen Identificadores WorldCat VIAF : 125969803 LCCN : nr2005001412 Datos: Q4396481 Multimedia: Rosegreen Obtenido de « https://es
es,php?title=Rosegreen&oldid=120574533 » Categoría : Localidades del Condado de Tipperary Categorías ocultas: Wikipedia:Artículos con datos por trasladar a Wikidata Wikipedia:Artículos con ficha sin actualizar Wikipedia:Artículos con identificadores VIAF Wikipedia:Artículos con identificadores LCCN
es,"De Wikipedia, la enciclopedia libre Ir a la navegación Ir a la búsqueda Pascale Ehrenfreund Información personal Nacimiento 24 de junio de 1960 (61 años) Viena , Austria Nacionalidad austríaca Educación Educada en Universidad de Viena Instituto de Biología Molecular, Salzburgo Universidad de París 8 Webster Leiden Información profesional Ocupación astrobióloga, CEO Años activa desde 1990 Conocida por el asteroide 9826 Ehrenfreund lleva su nombre CEO del Centro Aeroespacial Alemán Empleador Universidad de Ámsterdam Centro Aeroespacial Alemán Universidad de Leiden Universidad Radboud de Nimega Miembro de Academia Internacional de Astronáutica [ editar datos en Wikidata ] Pascale Ehrenfreund ( Viena , 24 de junio de 1960 ) es una astrobióloga austríaca"
es," Fue profesora de astrobiología en la Universidad de Ámsterdam y la Universidad de Leiden entre 2003 y 2005 y presidenta del ""Fondo para la ciencia de Austria"" ( Fonds zur Förderung der wissenschaftlichen Forschung (FWF) en alemán) desde 2013 [ 1 ] ​ hasta su nombramiento como CEO del Centro Aeroespacial Alemán en 2015"
es, Es la primera mujer en ocupar este cargo en un instituto de investigación en Alemania
es, [ 2 ] ​ Índice 1 Biografía 2 Honores y membresías 2
es,2 Academias y Comités 3 Referencias Biografía [ editar ] En 1983 comenzó sus estudios en Astronomía y Biología en la Universidad de Viena 
es," Continuó sus estudios en Biología molecular en el Instituto de Biología Molecular de Salzburgo, parte de la Academia Austríaca de Ciencias graduándose en 1988 con el trabajo ""Purificación y caracterización de una aminopeptidasa procedente de Streptomyces plicatus"" [ 3 ] ​ y en la Universidad de París 8 , donde en 1990 obtuvo su doctorado en Astrofísica con la tesis ""Estudios espectroscópicos visible e infrarrojo de hidrocarburos aromáticos policíclicos y otros clústers de carbono"""
es," [ 4 ] ​ Realizó el post doctorado en el Observatorio de Leiden como miembro de la Agencia Espacial Europea (ESA) y del Centro Nacional de Estudios Espaciales (CNES) , obteniendo una beca Marie Curie"
es," En 1996 acepta una beca de la Academia Austríaca de Ciencias para comenzar su investigación en ""Polvo cósmico"", culminando con su tesis de habilitación [ 5 ] ​ en 1999"
es," Honores y membresías [ editar ] Premios [ editar ] 2011 - NASA Group Achievement Award for the O/OREOS satellite mission 2001 - Premio de astronomía Pastoor-Schmeits 2001 - New Impulse Grand, Gobierno de los Países Bajos 1999 - Asteroide (9826) Ehrenfreund 2114 T-3 1996 - Premio APART, Academia Austríaca de Ciencias [ 6 ] ​ Academias y Comités [ editar ] 2016 - Vicecanciller, International Space University 2015 - Vicepresidente, Asociación Helmholtz (Aeronautics-Space-Transportation) 2015 - Junta Directiva, University Space Research Association USRA, Region III 2014 - Miembro, International Institute of Space Law IISL 2012 - Miembro, NRC Committee on Astrobiology and Planetary Science CAPS 2010 - Presidente, Committee on Space Research COSPAR Panel on Exploration PEX Referencias [ editar ] ↑ «Astrobiologin Ehrenfreund neue FWF-Chefin» (en alemán) "
es, Consultado el 30 de septiembre de 2016 
es, ↑ «First woman to head a major German research facility» (en inglés británico) 
es, 18 de junio de 2015 
es, Consultado el 30 de septiembre de 2016 
es, ↑ «Reinigung und Charakterisierung einer Iminopeptidase aus Streptomyces plicatus : Untersuchung über die mögliche Beteiligung v
es, prolinspezifischen Aminopeptidasen an d
es, Biosynthese des Enzyms Endo-Beta -N-Acetylglucosaminidase H
es, Consultado el 30 de septiembre de 2016 
es, ↑ «Visible and spectroscopic studies of polycyclic aromatic hydrocarbons and other carbon clusters» (en inglés británico) 
es, Consultado el 30 de septiembre de 2016 
es, ↑ «Kosmischer Staub» (en alemán) 
es, Consultado el 3 de octubre de 2016 
es, ↑ «Chair of the DLR Executive Board - Curriculum vitae» 
es, DLR Portal (en inglés británico) 
es, Consultado el 30 de septiembre de 2016 
es, Control de autoridades Proyectos Wikimedia Datos: Q16059064 Multimedia: Pascale Ehrenfreund Identificadores WorldCat VIAF : 311115149 ISNI : 0000 0004 3765 9001 GND : 1209590751 LCCN : n98080857 SUDOC : 080891136 Datos: Q16059064 Multimedia: Pascale Ehrenfreund Obtenido de « https://es
es,php?title=Pascale_Ehrenfreund&oldid=139098101 » Categorías : Mujeres Nacidos en 1960 Astrónomos de Austria del siglo XX Astrónomas Escritoras de Austria Alumnado de la Universidad de Viena Austríacas del siglo XX Austríacas del siglo XXI Nacidos en Viena Astrónomos de Austria del siglo XXI Categorías ocultas: Wikipedia:Artículos con identificadores VIAF Wikipedia:Artículos con identificadores ISNI Wikipedia:Artículos con identificadores GND Wikipedia:Artículos con identificadores LCCN Personas vivas
en,"From Wikipedia, the free encyclopedia Jump to navigation Jump to search Pakistani politician Chaudhry Aamir Sultan Cheema Member of the National Assembly of Pakistan Incumbent Assumed office February 2019 Constituency NA-91 (Sargodha-IV) Member of the Provincial Assembly of the Punjab In office 1988–1993 In office 1997 – 31 May 2018 Personal details Born ( 1962-05-01 ) 1 May 1962 (age 60) Sargodha Nationality Pakistani Spouse(s) Tanzila Aamir Cheema [1] Children Muhammad Muneeb Sultan Cheema Parent(s) Anwar Ali Cheema (father) Chaudhry Aamir Sultan Cheema is a Pakistani politician who is a member of the National Assembly of Pakistan since February 2019"
en," Previously he was a Member of the Provincial Assembly of Punjab , between 1988 and May 2018"
en," He is son of Chaudhary Anwar Ali Cheema, former Federal Minister Industries and Production and seven times consecutive Member of the National Assembly of Pakistan between 1985–2013 which is a unique honour"
en, He represented the PML(Q) party
en, Anwar Ali Cheema held the office of Federal Minister of health for few days and was then made Federal Minister of Production
en, He was given the title of Shenshah-e-Tameerat (King of Development) for his works in his constituency and Sargodha city
en," Wife of Chaudhary Aamir Sultan Cheema, Mrs Tanzeela Aamir Cheema was elected to the National Assembly of Pakistan as a candidate of Pakistan Muslim League (Q) on a seat reserved for women from Punjab in the Pakistani general election, 2002"
en,[2][3] She was re-elected to the National Assembly of Pakistan as a candidate of Pakistan Muslim League (Q) on a seat reserved for women from Punjab in 2011
en,[4][5] His son Chaudhary Muneeb Sultan Cheema is a sitting member of the Provincial Assembly of Punjab from PTI
en, Early life and education [ edit ] He was born on 1 May 1962 in Sargodha to Anwar Ali Cheema 
en, [2] He did his early education from Atchison College
en," He graduated in 1986 from Government College, Sargodha and has a degree of Bachelor of Arts"
en, [2] Political career [ edit ] He was elected to the Provincial Assembly of the Punjab as a candidate of Islami Jamhoori Ittehad (IJI) from Constituency PP-28 (Sargodha) in 1988 Pakistani general election 
en, [3] He was re-elected to the Provincial Assembly of Punjab from Constituency PP-28 (Sargodha) in 1990 Pakistani general election 
en, He was inducted into the provincial Punjab cabinet of Chief Minister Ghulam Haider Wyne and was made Provincial Minister of Punjab for Livestock and Dairy Development
en, [4] He was re-elected to the Provincial Assembly of the Punjab as a candidate of Pakistan Muslim League (N) (PML-N) from Constituency PP-28 (Sargodha) in 1997 Pakistani general election 
en, [5] He was re-elected to the Provincial Assembly of the Punjab as a candidate of Pakistan Muslim League (Q) (PML-Q) from Constituency PP-32 (Sarghoda-V) in 2002 Pakistani general election 
en," He received 47,007 votes and defeated Naveed Akram, a candidate of Pakistan Peoples Party (PPP)"
en," [6] In January 2003, he was inducted into the provincial Punjab cabinet of Chief Minister Chaudhry Pervaiz Elahi and was made Provincial Minister of Punjab for Irrigation and Power"
en, [7] He was re-elected to the Provincial Assembly of the Punjab as a candidate of PML-Q from Constituency PP-32 (Sarghoda-V) in 2008 Pakistani general election 
en," He received 48,522 votes and defeated Mian Muhammad Khalid Kalyar, a candidate of PPP"
en, [8] He was re-elected to the Provincial Assembly of the Punjab as a candidate of PML-Q from Constituency PP-32 (Sargodha-V) in 2013 Pakistani general election 
en," [9] He received 55,358 votes and defeated Malik Shoaib Awan, a candidate of PML-N"
en," [10] In April 2018, he announced to quit PML-Q and join Pakistan Tehreek-e-Insaf (PTI)"
en, [11] He was elected to the National Assembly of Pakistan as a candidate of PTI from Constituency NA-91 (Sargodha-IV) in by-election held in February 2019
en, [12] [13] He is a member of the National Assembly Standing Committees on Energy and Government Assurances
en," References [ edit ] ^ ""Ex-bureaucrats join politics"" "
en, Retrieved 14 August 2018 
en," ^ a b ""Punjab Assembly"" "
en, Archived from the original on 19 June 2017 
en, Retrieved 15 January 2018 
en," ^ ""Previous Assemblies"" "
en, Archived from the original on 14 June 2017 
en, Retrieved 28 February 2018 
en," ^ ""Previous Assemblies"" "
en, Archived from the original on 14 June 2017 
en, Retrieved 28 February 2018 
en," ^ ""Previous Assemblies"" "
en, Archived from the original on 15 June 2017 
en, Retrieved 28 February 2018 
en," ^ ""2002 election result"" (PDF) "
en, Archived (PDF) from the original on 26 January 2018 
en, Retrieved 28 February 2018 
en," ^ Hanif, Intikhab (4 January 2003)"
en," ""25-member Punjab cabinet takes oath"" "
en, Retrieved 2 April 2018 
en," ^ ""2008 election result"" (PDF) "
en, Archived (PDF) from the original on 5 January 2018 
en, Retrieved 28 February 2018 
en," ^ ""List of winners of Punjab Assembly seats"" "
en, Archived from the original on 16 January 2018 
en, Retrieved 18 January 2018 
en," ^ ""2013 election result"" (PDF) "
en, Archived from the original (PDF) on 26 May 2018 
en, Retrieved 4 July 2018 
en," ^ Correspondent, The Newspaper's (26 April 2018)"
en," ""PTI to end poverty, make Pakistan a welfare state: Imran"" "
en, Retrieved 26 April 2018 
en," ^ ""PTI's Sultan wins NA-91 after repolling"" "
en, Retrieved 4 February 2019 
en," ^ ""PTI's Aamir Sultan Cheema emerges victorious after re-polling in Sargodha's NA-91"" "
en," Retrieved from "" https://en"
en,"php?title=Chaudhry_Aamir_Sultan_Cheema&oldid=1020055952 "" Categories : Living people Punjab MPAs 2013–2018 1962 births Punjab MPAs 1988–1990 Punjab MPAs 1990–1993 Punjab MPAs 1997–1999 Punjab MPAs 2002–2007 Punjab MPAs 2008–2013 Pakistan Muslim League (N) MPAs (Punjab) Pakistan Muslim League (Q) MPAs (Punjab) Pakistani MNAs 2018–2023 Hidden categories: Articles with short description Short description matches Wikidata"
en,"From Wikipedia, the free encyclopedia Jump to navigation Jump to search Village in Mazandaran, Iran Tir Kola تيركلا village Country Iran Province Mazandaran County Babol Bakhsh Central Rural District Esbu Kola Population (2006) • Total 195 Time zone UTC+3:30 ( IRST ) • Summer ( DST ) UTC+4:30 ( IRDT ) Tir Kola ( Persian : تيركلا , also Romanized as Tīr Kolā ) is a village in Esbu Kola Rural District , in the Central District of Babol County , Mazandaran Province , Iran "
en," At the 2006 census, its population was 195, in 41 families"
en," [1] References [ edit ] Iran portal ^ ""Census of the Islamic Republic of Iran, 1385 (2006)"" (Excel) "
en, Statistical Center of Iran 
en, Archived from the original on 2011-11-11
