labels,text
en, [1] Bombing [ edit ] v t e Terrorist attacks in Pakistan (since 2001) Italics indicates attacks resulting in more than 40 deaths ‡ indicates attacks resulting in more than 100 deaths Underline indicates the deadliest terrorist attack/s to date 2001 1st Bahawalpur 2002 1st Karachi 2nd Karachi 2003 1st Quetta 1st Rawalpindi 2004 2nd Quetta 3rd Karachi 1st Fateh Jang 1st Multan 2005 1st Mandi Bahauddin (Ahmadiyya) 2006 4th Karachi Dargai 2007 1st Dera Ismail Khan July bombings ‡ 1st Parachinar 2nd Rawalpindi 5th Karachi ‡ 1st Charsadda 3rd Rawalpindi (Bhutto assassination) 2008 2nd Charsadda 2nd Parachinar 1st Swat 1st Darra Adam Khel 1st Islamabad 2nd Islamabad 2nd Dera Ismail Khan 1st Wah 2nd Swat 1st Peshawar 3rd Islamabad 1st Orakzai ‡ 2nd Peshawar 3rd Dera Ismail Khan 2009 4th/5th Dera Ismail Khan (January violence) 6th Dera Ismail Khan 2nd Lahore (Sri Lankan cricket) 1st Khyber 3rd Lahore 4th Islamabad Chakwal 7th/8th Dera Ismail Khan (May attacks) 4th Lahore Upper Dir 3rd Peshawar 5th Lahore Khanewal Kohat 4th Peshawar 4th Rawalpindi Shangla 6th Lahore 5th Islamabad 5th Peshawar ‡ 5th Rawalpindi 6th Peshawar 6th Rawalpindi 7th Lahore 1st Dera Ghazi Khan 1st Lower Dir 6th Karachi 2010 Lakki Marwat ‡ 1st Bajaur 2nd Lower Dir 7th Karachi 2nd Khyber 3rd Khyber 8th/9th/10th Lahore U
en,S consulate/Timergarah attack 2nd/3rd Kohat 8th Peshawar 11th Lahore (Ahmadiyya) 9th Dera Ismail Khan 12th Lahore (Sufi) 1st Mohmand ‡ 13th Lahore (Shia) 3rd Quetta 2nd Darra Adam Khel 8th Karachi (CID) 2nd Mohmand 2nd Bajaur 2011 Faisalabad 9th Peshawar 2nd Dera Ghazi Khan 3rd Charsadda 9th Karachi (PNS Mehran) 10th Peshawar 10th Dera Ismail Khan (Kulachi police station) 4th Khyber 4th Quetta Karachi target killings ‡ 1st Mastung 2012 5th Khyber 1st Rahim Yar Khan 3rd Parachinar 1st Kohistan 11th Peshawar 3rd Bajaur 5th Quetta 12th Peshawar 6th Khyber Mansehra 4th Parachinar 2nd Darra Adam Khel 1st Khuzdar 13th Peshawar (Bacha Khan Intl
en, Airport) 7th Khyber 11th Dera Ismail Khan 14th Peshawar 15th Peshawar 6th Quetta 2013 7th Quetta/3rd Swat ‡ 8th Quetta 10th Karachi Election day Quaid-e-Azam residency 9th Quetta Mardan 16th Peshawar Nanga Parbat 10th Quetta/17th Peshawar 14th Lahore 5th Parachinar 12th Dera Ismail Khan (prison attack) 11th Karachi 11th Quetta 12th Quetta 18th Peshawar ‡ 19th Peshawar 2014 12th Karachi (Chaudhry Aslam assassination) 1st Bannu 20th Peshawar 13th Karachi (Jinnah International Airport) 6th Islamabad 13th Quetta Wagah Border 21st Peshawar (school massacre) ‡ 2015 Shikarpur 22nd Peshawar 15th Lahore 14th Karachi 2nd Mastung Attock Camp Badaber Taunsa Sharif 14th Quetta Jacobabad 6th Parachinar 2016 15th Quetta 4th Charsadda (Bacha Khan University) 23rd Peshawar 16th Lahore 16th Quetta 3rd Mohmand 17th Quetta 2nd Khuzdar 2017 13th Dera Ismail Khan 7th Parachinar 17th Lahore 24th Peshawar Sehwan 5th Charsadda 8th Parachinar 18th Lahore 25th Peshawar 3rd Mastung 18th Quetta/9th Parachinar Chaman 19th Lahore 20th Lahore 4th Bajaur 19th Quetta 1st Harnai 14th Dera Ismail Khan (Ataullah Shah) Jhal Magsi 26th Peshawar 27th Peshawar 20th Quetta 2018 28th Peshawar 4th Mastung/2nd Bannu ‡ 15th Dera Ismail Khan 2018 election violence 21st Quetta 2nd Orakzai 15th Karachi (Chinese consulate) 2019 1st Loralai 2nd Loralai/Panjgur 1st Ziarat 22nd Quetta Ormara 20th Lahore Gwadar 2020 23rd Quetta 24th Quetta 16th Karachi (Stock Exchange) 2nd Chaman 2021 2021 Machh attack 3rd Chaman Serena Hotel 21st Lahore 17th Karachi 25th Quetta 2022 22nd Lahore Kech Panjgur and Naushki 26th Quetta 29th Peshawar 18th Karachi 19th Karachi 20th Karachi The attack took place late in the evening and was targeted at Nasrullah Khan Afridi
en, His compressed natural gas tank exploded by a remote controlled car bomb as he got into his car
en," According to The Tribune , Nasrullah had faced many death threats in the past, particularly from a known militant organisation named Lashkar-e-Islam "
en, [2] Nasrullah Afridi's reporting on terrorist organisations were the main cause of the death threats
en, Lashkar-e-Islam announced a death threat on Afridi on a pirate radio station in 2006
en," [3] Almost four years before his death, a grenade was thrown into Afridi's house on 21 May 2007"
en," [2] No one has been found responsible for 10 May 2011 bombing, although sources told Reporters Without Borders that Lashkar-e-Islam is suspect to the killing of Nasrullah Khan Afridi"
en," [5] Context [ edit ] Journalists reporting in tribal areas with militant groups face many dangers, for tribes at war and militant groups do not tolerate the media, says The Tribune "
en, [2] The Tribal Union of Journalists (TUJ) reports that 30% of tribal journalist members flee the area they report in for their own safety
en," [2] Khyber super market in Peshawar is home to many news organisations, making it the perfect place to target reporters who militants find to be a threat"
en," PACT Radio, also set up in Peshawar, reports that the city is becoming more dangerous with frequent attacks on journalists"
en," [6] A month after the May 2011 Peshawar bombing, another bombing occurred, also in the Khyber market area"
en," In this June 2011 Peshawar bombings , at least 34 people died and more than 100 were injured"
en," Response [ edit ] Irina Bokova , who is the director-general of UNESCO , made a statement shortly after the Khyber super market bombing saying, ""It is with great concern about the high number of journalists killed in Pakistan that I condemn the killing of Nasrulla Afridi"
en, The time has come for serious action against those who use violence to silence the all important voice of the press
en,""" [7] Mian Iftikhar Hussain, Khyber Pakhtunkhwa Province's information minister, said, ""Journalists are being targeted because they are writing the truth and those [militants] don't like the truth"
en,""" [8] Hundreds of people attended the memorial service for Nasrullah Afridi says CPJ"
en," [3] Soon after the bombing, a memorial football tournament was created in Nasrullah Afridi's honour"
en," On 5 November 2011, political agent, Sayed Ahmad Jan, inaugurated the first football match for Afridi in Jamrud of Pakistan "
en," [9] See also [ edit ] Pakistan portal Journalism portal List of terrorist incidents in Pakistan since 2001 List of terrorist incidents, 2009 References [ edit ] ^ a b c ""Tribal journalist killed in bomb blast"" "
en, Retrieved 24 April 2012 
en," ^ a b c d e Nazir, Said (3 July 2011)"
en," ""The trials of tribal journalists"" "
en, The Express Tribune 
en, Retrieved 30 April 2012 
en, ^ a b c Nasrullah Khan Afridi (10 May 2011)
en," ""Nasrullah Khan Afridi – Journalists Killed"" "
en, Committee to Protect Journalists 
en, Retrieved 30 April 2012 
en," ^ ""Pakistani Journalist Killed By Car Bomb | Spero News"" "
en, Retrieved 30 April 2012 
en," ^ ""Tribal Areas journalist killed in Peshawar by bomb planted in car – Reporters Without Borders"" "
en, Retrieved 30 April 2012 
en," ^ Zia, Asad (7 July 2011)"
en," ""Peshawar: a dangerous city unbowed by fear | PACT"" "
en, Retrieved 30 April 2012 
en," ^ ""Director-General condemns killing of Pakistani journalist Nasrullah Afridi"" "
en, Retrieved 30 April 2012 
en," ^ ""Pakistani Journalist Killed By Car Bomb"" "
en, Retrieved 30 April 2012 
en," ^ ""Nasrullah Afridi Memorial football tournament started in Jamrud"" "
en, Archived from the original on 20 July 2012 
en, Retrieved 30 April 2012 
en," Retrieved from "" https://en"
en,"php?title=May_2011_Peshawar_bombing&oldid=1081915147 "" Categories : 2011 murders in Pakistan 2011 murders in Asia Car and truck bombings in Pakistan Terrorist incidents in Peshawar History of Peshawar Assassinated Pakistani journalists May 2011 crimes May 2011 events in Pakistan Terrorist incidents in Pakistan in 2011 Hidden categories: EngvarB from August 2014 Use dmy dates from August 2014 Khyber Pakhtunkhwa articles missing geocoordinate data All articles needing coordinates Articles missing coordinates without coordinates on Wikidata"
en,"From Wikipedia, the free encyclopedia Jump to navigation Jump to search Regional route R566 Route information Length 50"
en,"6 mi) Major junctions West end R104 near Arbourfell Major intersections R512 near Brits R511 near Brits R80 near Rosslyn, Pretoria N4 near Wolmer, Pretoria East end R101 Lavender Road, Annlin, Pretoria Location Country South Africa Highway system Numbered routes of South Africa ← R565 → R567 The R566 is a Regional Route in South Africa "
en," [1] Route [ edit ] Its western terminus is the Brits , North West "
en," It crosses the R511 3 kilometres from its origin, heading east towards Pretoria "
en," Crossing into Gauteng , it Enters Pretoria at its extreme north-west as Rosslyn Road, it first passes through Ga-Rankuwa , then Rosslyn "
en, It forms interchanges with the R80 and N4 highways and runs along the northern edge of Pretoria North before ending at an intersection with the R101 at Annlin (west of Wonderboom Airport )
en," References [ edit ] ^ ""RDDA SOUTH AFRICAN NUMBERED ROUTE DESCRIPTION AND DESTINATION ANALYSIS"" "
en, NATIONAL DEPARTMENT OF TRANSPORT 
en, Retrieved 25 March 2021 
en, {{ cite web }} :  CS1 maint: url-status ( link ) This South African road or road transport-related article is a stub 
en, You can help Wikipedia by expanding it 
en," v t e Retrieved from "" https://en"
en,"php?title=R566_(South_Africa)&oldid=1084902899 "" Categories : Regional Routes in Gauteng Regional Routes in North West (South African province) South Africa road stubs Hidden categories: CS1 maint: url-status Use dmy dates from April 2022 Infobox road maps tracking category Infobox road instances in South Africa All stub articles"
de,"aus Wikipedia, der freien Enzyklopädie Zur Navigation springen Zur Suche springen Denkmal für die Opfer des Faschismus Der Park der Opfer des Faschismus in Chemnitz liegt südöstlich des Stadtzentrums entlang der Zschopauer Straße ( Bundesstraße 174 )"
de, Er umfasst das Gelände des früheren Johannisfriedhofes 
de, Geschichte [ Bearbeiten | Quelltext bearbeiten ] Der frühere Johannisfriedhof befand sich südöstlich der Johanniskirche im heutigen Stadtzentrum
de, Jahrhundert der Chemnitzer Hauptfriedhof
de, Mit der industriellen Revolution gelangten die kirchlichen Friedhöfe an ihre Kapazitätsgrenze
de, Deshalb wurde dann schließlich ab 1871 der Städtische Friedhof an der Reichenhainer Straße angelegt
de, Die meisten Gräber des ehemaligen Johannisfriedhofs wurden nach Auflösung des Friedhofes Anfang des 20
de, Jahrhunderts eingeebnet
de, Auf dem Gelände wurde am 14
de, September 1952 ein Mahnmal von Hanns Diettrich zum Gedenken an die Opfer des nationalsozialistischen Regimes eingeweiht
de, Seit 1975 trägt die Fläche des ehemaligen Friedhofes den Namen Park der Opfer des Faschismus 
de, Noch heute befinden sich jedoch im Park einige Gräber
de, Von der Zschopauer Straße aus kann man das Ehrengrabmal Franz Xaver Rewitzers sehen
de," Weiter östlich im Park liegt das Grab von Johann Ambrosius Weigand, ein Wegbereiter für die Turnsportbewegung und das Feuerwehrwesen in Chemnitz"
de," Die Gräber gefallener deutscher und französischer Soldaten des Deutsch-Französischen Krieges , die so genannten „Franzosengräber“, wurden restauriert"
de, Rewitzers Grab im Park der Opfer des Faschismus Franzosengräber Grabmal für Christian Gottfried Becker Gedenkstein für Johann Ambrosius Weigand Weblinks [ Bearbeiten | Quelltext bearbeiten ] Commons : Park der Opfer des Faschismus in Chemnitz – Sammlung von Bildern Johanniskirche – Johannisfriedhof – Park der OdF 50
de,"92786 Koordinaten: 50° 49′ 48,5″ N , 12° 55′ 40,3″ O Abgerufen von „ https://de"
de,php?title=Park_der_Opfer_des_Faschismus&oldid=213490733 “ Kategorien : Urbaner Freiraum in Chemnitz Umgewidmeter Friedhof Gedenkstätte für NS-Opfer Erbaut in den 1950er Jahren
de,"aus Wikipedia, der freien Enzyklopädie Zur Navigation springen Zur Suche springen Bergerdamm Stadt Nauen 52"
de,"8075 31 Koordinaten: 52° 39′ 15″ N , 12° 48′ 27″ O Höhe : 31 m ü"
de," NN Fläche : 29,62 km² Einwohner : 479 (31"
de, 2002) Bevölkerungsdichte : 16 Einwohner/km² Eingemeindung : 26
de," Oktober 2003 Postleitzahl : 14641 Vorwahl : 03321 Bergerdamm mit seinen Ortslagen beziehungsweise Wohnplätzen Bergerdamm-Lager, Hanffabrik und Hertefeld ist ein Ortsteil der Stadt Nauen im Landkreis Havelland des Landes Brandenburg "
de, Inhaltsverzeichnis 1 Geografie 1
de,1 Geografische Lage 1
de,2 Nachbarorte 2 Geschichte 2
de,1 Eingemeindung 3 Politik 3
de,1 Ortsvorsteherin 4 Infrastruktur 4
de,1 Verkehrsanbindung 4
de,"2 Kommunikation 5 Persönlichkeiten 6 Weblinks 7 Einzelnachweise Geografie [ Bearbeiten | Quelltext bearbeiten ] Geografische Lage [ Bearbeiten | Quelltext bearbeiten ] Bergerdamm liegt 7,5 Kilometer nordnordwestlich der Kernstadt Nauen nördlich der Bundesstraße 5 "
de, Der Ortsteil befindet sich auf einer Höhe von 30 m ü
de," NHN und weist eine Fläche von 29,62 km² auf"
de, Aufgrund seiner 479 Einwohner beträgt die Bevölkerungsdichte 16 Einwohner/km² (Stand: 31
de, [1] Nordöstlich des Ortsteils verläuft der Große Havelländische Hauptkanal 
de," Nachbarorte [ Bearbeiten | Quelltext bearbeiten ] Dreibrück, Gemeindeteil von Deutschhof, Ortsteil der Gemeinde Fehrbellin Utershorst, Gemeindeteil von Lietzow , Ortsteil der Stadt Nauen Berge , Ortsteil der Stadt Nauen Geschichte [ Bearbeiten | Quelltext bearbeiten ] Bergerdamm dürfte eines der jüngeren Dörfer des Havellandes sein, es wurde im Ortsverzeichnis erstmals 1897 erwähnt"
de," Jahrhundert bis zum Beginn der 1970er Jahre prägte der Hanfanbau und seine Verarbeitung (Hanffabrik, erbaut 1918), initiiert durch den Berliner Fabrikanten Arthur Schurig (* 19"
de," Juli 1869 in Gröbers ; † 1932) und der „Deutschen Hanfanbau-Gesellschaft“, das Leben von Bergerdamm und gab dem Ortsteil Hanffabrik seinen Namen"
de, Der Hanfanbau wurde nach dem Ersten Weltkrieg noch mehr intensiviert um den Ausfall des Sisals aus den ehemaligen deutschen Kolonien zu kompensieren
de," Zur Melioration der Luchgebietes wurde eigens ein Kriegsgefangenenlager geschaffen, ein Teil der überwiegend russischen und französischen Kriegsgefangenen wurde auch zum Hanfanbau benötigt"
de," Die Zahl der Kriegsgefangenen ist unbekannt, aber man schätzt das ca"
de,000 Gefangene im Havelländischen Luch zur Arbeit eingesetzt wurden
de, Zum Vorantreiben der Meliorationsarbeiten wurde ein Feldbahnnetz geschaffen und so wurde bereits im Frühjahr 1914 ein normalspuriges fliegendes Gleis zwischen dem Bahnhof Berger Damm an der Berlin-Hamburger Bahn und dem Ort Bergerdamm (Entfernung ca
de," Nach Abschluss der Meliorationsarbeiten blieben Teile des Feldbahnnetzes für die Nutzung als landwirtschaftliche Feldbahn erhalten, so auch die Strecken: Bergerdamm – Hertefeld – Ribbeckshorst und Paulinenaue – Eichberge – Bergerdamm "
de, [2] 1957 wurde der Ortsteil Hertefeld nach Bergerdamm eingemeindet
de," [3] 1972/73 endete die Ära des Hanfanbau und seine Verarbeitung, im Zuge der letzten großen Verstaatlichungswelle wurde die Hanffabrik in den VEB Plakotex eingegliedert und auf die Verarbeitung von Kunststoff zu Planen, Zelten und aufblasbare Schnellbootattrappen umgestellt"
de, Die Schnellbootattrappen dienten als Mittel der psychologischen Kriegsführung 
de, [4] Nach der Wende im Jahre 1992 kam das Ende der Hanffabrik und im Jahre 2004 wurde mit dem Rückbau und Abriss der Fabrik begonnen
de, Mit der Sprengung des 20 m Schornsteins im Februar 2005 verschwand das ehemalige Wahrzeichen des Bergerdammer Ortsteil Hanffabrik endgültig und nur noch der Name des Ortsteils erinnert an ein Stück märkische Industriegeschichte
de, [5] Eingemeindung [ Bearbeiten | Quelltext bearbeiten ] Im Zuge der Gemeindegebietsreform des Landes Brandenburg wurde Bergerdamm am 26
de, Oktober 2003 ein Ortsteil von Nauen
de, [6] Politik [ Bearbeiten | Quelltext bearbeiten ] Ortsvorsteherin [ Bearbeiten | Quelltext bearbeiten ] Ehrenamtliche Ortsvorsteherin ist Jeanett Hellwig
de, Infrastruktur [ Bearbeiten | Quelltext bearbeiten ] Verkehrsanbindung [ Bearbeiten | Quelltext bearbeiten ] Bergerdamm ist im Rahmen des ÖPNV durch die Havelbus Linie 664 der HVG mit Nauen und Königshorst verbunden
de, Kommunikation [ Bearbeiten | Quelltext bearbeiten ] Die postalische Erreichbarkeit der Bergerdammer Einwohner wird mittels der Postleitzahl : 14641 Nauen OT Bergerdamm und die telefonische Erreichbarkeit mittels der Vorwahl: 03321 sichergestellt
de," Persönlichkeiten [ Bearbeiten | Quelltext bearbeiten ] Arnold Zarft (1930–2009), Theologe, Ehrenbürger von Neustrelitz Weblinks [ Bearbeiten | Quelltext bearbeiten ] Übersichtskarte über die Lage von Bergerdamm innerhalb Nauens Besenrein bis Ende März 30 ABM-Leute beseitigen die Reste der Hanffabrik in Bergerdamm – Märkische Allgemeine vom 3"
de, November 2004 Beitrag in der RBB-Sendung Landschleicher vom 16
de, September 2007 Einzelnachweise [ Bearbeiten | Quelltext bearbeiten ] ↑ Landesbetrieb für Datenverarbeitung und Statistik (LDS) – Beitrag zur Statistik – Historisches Gemeindeverzeichnis des Landes Brandenburg von 1875 bis 2005 – Landkreis Havelland vom Dez
de, 2006 ↑ Die Feldbahn im havelländischen Luch ↑ Brandenburgisches Landeshauptarchiv ( Memento vom 5
de, September 2012 im Webarchiv archive
de,today ) ↑ Hanffabrik wird abgerissen – Märkische Allgemeine vom 16
de, Oktober 2004 @1 @2 Vorlage:Toter Link/www
de,"de ( Seite nicht mehr abrufbar , Suche in Webarchiven ) Info: Der Link wurde automatisch als defekt markiert"
de, Bitte prüfe den Link gemäß Anleitung und entferne dann diesen Hinweis
de, ↑ Das Ende der Hanffabrik Schornstein gesprengt – Märkische Allgemeine vom 7
de, Februar 2005 @1 @2 Vorlage:Toter Link/www
de,"de ( Seite nicht mehr abrufbar , Suche in Webarchiven ) Info: Der Link wurde automatisch als defekt markiert"
de, Bitte prüfe den Link gemäß Anleitung und entferne dann diesen Hinweis
de," ↑ StBA: Änderungen bei den Gemeinden Deutschlands, siehe 2003 Ortsteile der Stadt Nauen Berge | Bergerdamm | Börnicke | Groß Behnitz | Kienberg | Klein Behnitz | Lietzow | Markee | Neukammer | Ribbeck | Schwanebeck | Tietzow | Wachow | Waldsiedlung Abgerufen von „ https://de"
de,php?title=Bergerdamm&oldid=217117425 “ Kategorien : Ort im Landkreis Havelland Ehemalige Gemeinde (Landkreis Havelland) Gemeindeauflösung 2003 Ortsteil von Nauen Versteckte Kategorien: Wikipedia:Weblink offline IABot Wikipedia:Defekte Weblinks/Ungeprüfte Botmarkierungen 2018-04
en,"From Wikipedia, the free encyclopedia Jump to navigation Jump to search Commune in Auvergne-Rhône-Alpes, France Commune in Auvergne-Rhône-Alpes, France Maurines Commune Location of Maurines Maurines Show map of France Maurines Show map of Auvergne-Rhône-Alpes Coordinates: 44°52′17″N 3°05′11″E ﻿ / ﻿ 44"
en,0864 Coordinates : 44°52′17″N 3°05′11″E ﻿ / ﻿ 44
en,0864 Country France Region Auvergne-Rhône-Alpes Department Cantal Arrondissement Saint-Flour Canton Neuvéglise-sur-Truyère Intercommunality Saint-Flour Communauté Government • Mayor (2020–2026) Pierrette Beauregard Area 1 14
en,52 sq mi) Population (Jan
en, 2019) [1] 108 • Density 7
en,"6/km 2 (20/sq mi) Time zone UTC+01:00 ( CET ) • Summer ( DST ) UTC+02:00 ( CEST ) INSEE /Postal code 15121 /15110 Elevation 740–1,056 m (2,428–3,465 ft) (avg"
en," 980 m or 3,220 ft) 1 French Land Register data, which excludes lakes, ponds, glaciers > 1 km 2 (0"
en,386 sq mi or 247 acres) and river estuaries
en, Maurines ( French pronunciation: ​ [moʁin] ; Occitan : Maurinas ) is a commune in the Cantal department in south-central France 
en, Population [ edit ] Historical population Year Pop
en, ±% 1962 227 — 1968 196 −13
en,"9% See also [ edit ] Communes of the Cantal department References [ edit ] ^ ""Populations légales 2019"" "
en, The National Institute of Statistics and Economic Studies 
en, Wikimedia Commons has media related to Maurines 
